# File: L114.CapacityFactor_wind_state_segment.csv
# Title: wind technology capacity factor by state and load segment preprocessed from ReEDS_data
# Units: NA
# Source: ReEDS data and preprocessing code
# Column types: ccn
# ----------
state,segment,capacity.factor
SC,Aug_day,0.131065809
SC,Aug_night,0.14681481
SC,Dec_day,0.318326123
SC,Dec_night,0.270822636
SC,Feb_day,0.285866298
SC,Feb_night,0.261513941
SC,Jan_day,0.319209513
SC,Jan_night,0.292362341
SC,Jul_day,0.145168473
SC,Jul_night,0.158687867
SC,Jun_day,0.162334281
SC,Jun_night,0.174454134
SC,Mar_day,0.282814532
SC,Mar_night,0.264780962
SC,May_day,0.22944683
SC,May_night,0.241646592
SC,Nov_day,0.268388067
SC,Nov_night,0.230003468
SC,Oct_day,0.225401167
SC,Oct_night,0.175505188
SC,Sep_day,0.218679916
SC,Sep_night,0.198951208
SC,superpeak,0.02753146
SD,Apr_day,0.44628379
SD,Apr_night,0.420200012
SD,Aug_day,0.388805405
SD,Aug_night,0.356616736
SD,Dec_day,0.565700048
SD,Dec_night,0.459783591
SD,Feb_day,0.461054924
SD,Feb_night,0.390561941
SD,Jan_day,0.52940798
SD,Jan_night,0.441953523
SD,Jul_day,0.359347256
SD,Jul_night,0.319973892
SD,Jun_day,0.385644996
SD,Jun_night,0.349147084
SD,Mar_day,0.444773711
SD,Mar_night,0.369927972
SD,May_day,0.450319277
SD,May_night,0.414325209
SD,Nov_day,0.542933153
SD,Nov_night,0.441327542
SD,Oct_day,0.509309172
SD,Oct_night,0.412955708
SD,Sep_day,0.463791076
SD,Sep_night,0.424547424
SD,superpeak,0.243281802
TN,Apr_day,0.329221592
TN,Apr_night,0.310530463
TN,Aug_day,0.177429733
TN,Aug_night,0.147781404
TN,Dec_day,0.367994527
TN,Dec_night,0.309279483
TN,Feb_day,0.345501439
TN,Feb_night,0.311607223
TN,Jan_day,0.352112306
TN,Jan_night,0.328853737
TN,Jul_day,0.171757471
TN,Jul_night,0.134627513
TN,Jun_day,0.19312539
TN,Jun_night,0.160260465
TN,Mar_day,0.336098825
TN,Mar_night,0.316558943
TN,May_day,0.278973014
TN,May_night,0.246565669
TN,Nov_day,0.327341137
TN,Nov_night,0.279262018
TN,Oct_day,0.271534096
TN,Oct_night,0.252948053
TN,Sep_day,0.2270214
TN,Sep_night,0.215455091
TN,superpeak,0.023784762
TX,Apr_day,0.487701911
TX,Apr_night,0.4769703
TX,Aug_day,0.291730749
TX,Aug_night,0.284394806
TX,Dec_day,0.481267185
TX,Dec_night,0.378552785
TX,Feb_day,0.452533537
TX,Feb_night,0.40902954
TX,Jan_day,0.461875007
TX,Jan_night,0.379919621
TX,Jul_day,0.332532464
TX,Jul_night,0.311614629
TX,Jun_day,0.37457825
TX,Jun_night,0.360965338
TX,Mar_day,0.468978506
TX,Mar_night,0.441549488
TX,May_day,0.42330136
TX,May_night,0.402802208
TX,Nov_day,0.440008469
TX,Nov_night,0.353995073
TX,Oct_day,0.398399525
TX,Oct_night,0.351398704
TX,Sep_day,0.306450497
TX,Sep_night,0.290724342
TX,superpeak,0.203016524
UT,Apr_day,0.318591081
UT,Apr_night,0.314514152
UT,Aug_day,0.254970879
UT,Aug_night,0.214113258
UT,Dec_day,0.357695142
UT,Dec_night,0.279519159
UT,Feb_day,0.316699387
UT,Feb_night,0.256253734
UT,Jan_day,0.337988702
UT,Jan_night,0.283332435
UT,Jul_day,0.252539912
UT,Jul_night,0.22090839
UT,Jun_day,0.295375491
UT,Jun_night,0.284480291
UT,Mar_day,0.31534482
UT,Mar_night,0.269909144
UT,May_day,0.276195263
UT,May_night,0.278799039
UT,Nov_day,0.336919294
UT,Nov_night,0.266963215
UT,Oct_day,0.327442941
UT,Oct_night,0.269159133
UT,Sep_day,0.280351805
UT,Sep_night,0.237934846
UT,superpeak,0.174678242
VA,Apr_day,0.326048209
VA,Apr_night,0.317316421
VA,Aug_day,0.18975142
VA,Aug_night,0.187442962
VA,Dec_day,0.39239586
VA,Dec_night,0.34256594
VA,Feb_day,0.366983911
VA,Feb_night,0.363910207
VA,Jan_day,0.402333327
VA,Jan_night,0.371626739
VA,Jul_day,0.190759792
VA,Jul_night,0.181042212
VA,Jun_day,0.227217298
VA,Jun_night,0.216411345
VA,Mar_day,0.339868359
VA,Mar_night,0.345991973
VA,May_day,0.290127455
VA,May_night,0.285468567
VA,Nov_day,0.34978104
VA,Nov_night,0.323079708
VA,Oct_day,0.301857597
VA,Oct_night,0.316231161
VA,Sep_day,0.234367671
VA,Sep_night,0.242056346
VA,superpeak,0.048315011
VT,Apr_day,0.35876683
VT,Apr_night,0.380124836
VT,Aug_day,0.25461382
VT,Aug_night,0.278678642
VT,Dec_day,0.463823509
VT,Dec_night,0.452071662
VT,Feb_day,0.457531311
VT,Feb_night,0.419079265
VT,Jan_day,0.445221907
VT,Jan_night,0.430337766
VT,Jul_day,0.274720028
VT,Jul_night,0.282528322
VT,Jun_day,0.283115563
VT,Jun_night,0.301454684
VT,Mar_day,0.416362756
VT,Mar_night,0.428969005
VT,May_day,0.335360498
VT,May_night,0.36473761
VT,Nov_day,0.424871776
VT,Nov_night,0.410752961
VT,Oct_day,0.386452738
VT,Oct_night,0.403166121
VT,Sep_day,0.313912639
VT,Sep_night,0.361045766
VT,superpeak,0.165259201
WA,Apr_day,0.321901014
WA,Apr_night,0.263952015
WA,Aug_day,0.317956953
WA,Aug_night,0.243080535
WA,Dec_day,0.447719459
WA,Dec_night,0.386831385
WA,Feb_day,0.417300233
WA,Feb_night,0.302342516
WA,Jan_day,0.441241723
WA,Jan_night,0.388339998
WA,Jul_day,0.299618837
WA,Jul_night,0.221729489
WA,Jun_day,0.311576934
WA,Jun_night,0.252129159
WA,Mar_day,0.397305548
WA,Mar_night,0.315584635
WA,May_day,0.315130373
WA,May_night,0.241627544
WA,Nov_day,0.440155566
WA,Nov_night,0.34802441
WA,Oct_day,0.421038249
WA,Oct_night,0.286980296
WA,Sep_day,0.355884438
WA,Sep_night,0.261179397
WA,superpeak,0.186346681
WI,Apr_day,0.363470974
WI,Apr_night,0.339311894
WI,Aug_day,0.258365889
WI,Aug_night,0.242224922
WI,Dec_day,0.381813747
WI,Dec_night,0.351371887
WI,Feb_day,0.349437604
WI,Feb_night,0.313850416
WI,Jan_day,0.378971834
WI,Jan_night,0.362071009
WI,Jul_day,0.25451099
WI,Jul_night,0.240427681
WI,Jun_day,0.277518051
WI,Jun_night,0.252183084
WI,Mar_day,0.321646348
WI,Mar_night,0.320566387
WI,May_day,0.33254771
WI,May_night,0.316015797
WI,Nov_day,0.3886853
WI,Nov_night,0.35700696
WI,Oct_day,0.3804105
WI,Oct_night,0.366295848
WI,Sep_day,0.344938957
WI,Sep_night,0.333535676
WI,superpeak,0.139858759
WV,Apr_day,0.31883469
WV,Apr_night,0.295182305
WV,Aug_day,0.18886691
WV,Aug_night,0.16973508
WV,Dec_day,0.409406157
WV,Dec_night,0.353941468
WV,Feb_day,0.379818228
WV,Feb_night,0.357667382
WV,Jan_day,0.43678798
WV,Jan_night,0.391699825
WV,Jul_day,0.196449433
WV,Jul_night,0.163135093
WV,Jun_day,0.22833568
WV,Jun_night,0.196207897
WV,Mar_day,0.349956482
WV,Mar_night,0.335491955
WV,May_day,0.281365974
WV,May_night,0.261062004
WV,Nov_day,0.346282463
WV,Nov_night,0.317608233
WV,Oct_day,0.307948286
WV,Oct_night,0.307507877
WV,Sep_day,0.226710858
WV,Sep_night,0.232372713
WV,superpeak,0.069417173
WY,Apr_day,0.349794433
WY,Apr_night,0.331883178
WY,Aug_day,0.271043618
WY,Aug_night,0.23705171
WY,Dec_day,0.507077946
WY,Dec_night,0.44357576
WY,Feb_day,0.43656561
WY,Feb_night,0.370784823
WY,Jan_day,0.483342808
WY,Jan_night,0.440573443
WY,Jul_day,0.231909191
WY,Jul_night,0.208491046
WY,Jun_day,0.271077782
WY,Jun_night,0.281472597
WY,Mar_day,0.38185851
WY,Mar_night,0.334661014
WY,May_day,0.292302029
WY,May_night,0.294878738
WY,Nov_day,0.470276673
WY,Nov_night,0.409995247
WY,Oct_day,0.408137723
WY,Oct_night,0.350852061
WY,Sep_day,0.329113217
WY,Sep_night,0.299857168
WY,superpeak,0.172955453
AK,Apr_day,0.378691936
AK,Apr_night,0.378691936
AK,Aug_day,0.378691936
AK,Aug_night,0.378691936
AK,Dec_day,0.378691936
AK,Dec_night,0.378691936
AK,Feb_day,0.378691936
AK,Feb_night,0.378691936
AK,Jan_day,0.378691936
AK,Jan_night,0.378691936
AK,Jul_day,0.378691936
AK,Jul_night,0.378691936
AK,Jun_day,0.378691936
AK,Jun_night,0.378691936
AK,Mar_day,0.378691936
AK,Mar_night,0.378691936
AK,May_day,0.378691936
AK,May_night,0.378691936
AK,Nov_day,0.378691936
AK,Nov_night,0.378691936
AK,Oct_day,0.378691936
AK,Oct_night,0.378691936
AK,Sep_day,0.378691936
AK,Sep_night,0.378691936
AK,superpeak,0.378691936
DC,Apr_day,0.180769766
DC,Apr_night,0.180769766
DC,Aug_day,0.180769766
DC,Aug_night,0.180769766
DC,Dec_day,0.180769766
DC,Dec_night,0.180769766
DC,Feb_day,0.180769766
DC,Feb_night,0.180769766
DC,Jan_day,0.180769766
DC,Jan_night,0.180769766
DC,Jul_day,0.180769766
DC,Jul_night,0.180769766
DC,Jun_day,0.180769766
DC,Jun_night,0.180769766
DC,Mar_day,0.180769766
DC,Mar_night,0.180769766
DC,May_day,0.180769766
DC,May_night,0.180769766
DC,Nov_day,0.180769766
DC,Nov_night,0.180769766
DC,Oct_day,0.180769766
DC,Oct_night,0.180769766
DC,Sep_day,0.180769766
DC,Sep_night,0.180769766
DC,superpeak,0.180769766
HI,Apr_day,0.229042824
HI,Apr_night,0.229042824
HI,Aug_day,0.229042824
HI,Aug_night,0.229042824
HI,Dec_day,0.229042824
HI,Dec_night,0.229042824
HI,Feb_day,0.229042824
HI,Feb_night,0.229042824
HI,Jan_day,0.229042824
HI,Jan_night,0.229042824
HI,Jul_day,0.229042824
HI,Jul_night,0.229042824
HI,Jun_day,0.229042824
HI,Jun_night,0.229042824
HI,Mar_day,0.229042824
HI,Mar_night,0.229042824
HI,May_day,0.229042824
HI,May_night,0.229042824
HI,Nov_day,0.229042824
HI,Nov_night,0.229042824
HI,Oct_day,0.229042824
HI,Oct_night,0.229042824
HI,Sep_day,0.229042824
HI,Sep_night,0.229042824
HI,superpeak,0.229042824
