# File: PLEXOS_World_memberships.csv
# Title: PLEXOS-World Memberships Mapping File
# Units: N/A (mapping file)
# Source: Brinkerink; Deane; 2020; PLEXOS-World 2015; https://doi.org/10.7910/DVN/CBYXBY; Harvard Dataverse; V6; U; UNF:6:fyT1L5t+sHlvSHolxelaVg==[PLEXOS-World 2015 Gold V1.1.tab]
# Comments: 'Memberships' sheet from PLEXOS-World 2015 Gold V1.1.tab. PLEXOS-World 2015 model in raw data format. As part of the model data this file includes among others all global power plant capacities as well as existing NTC transmission capacities between countries and sub-country regions as of 2015. See the supplementary material document and the main journal paper for more detail. The most important sheets in the file are the 'Objects' sheet (includes all modeled objects); the 'Memberships' sheet (defines interrelationships between objects); the Attributes sheet (among others includes geolocations of objects) and the properties sheet (includes all quantified property values of objects).
# Column types: ccccc 
# ----------
parent_class,child_class,collection,parent_object,child_object
Generator,Fuel,Fuels,FRA_Win_Touvois10686,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trans10688,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trayes10689,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trbry10696,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trcon10697,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Treilles10690,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trmeheuc10698,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Trmont10699,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Tterchen10703,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Tuchan10700,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Turcey10702,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vair10713,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Valanjou10715,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Valhuon10723,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Valonne10726,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VanaultleCh10728,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vatan10734,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VaudevilleleH10735,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vauvillers10741,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VauxAndigny10742,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VauxlsMouzo10744,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Venoy10749,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Verchin10752,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VernouxenGt10755,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VesvressousCh10760,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VeulettessurM10762,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vieilmoulin10765,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VillemeuxsurE10779,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Villeret10787,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VillersleSec10789,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Villeselve10790,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Villeseneux10791,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Villesquedes10792,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Villeveyrac10793,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VillotteSaint10794,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vincly10795,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VipreslePet10805,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VisenArtois10799,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VitrylaVille10801,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VitrylsNoge10802,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VivierssurChi10803,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vix10804,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vouarces10807,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VouthonHaut10809,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Vron10810,Europe_Win
Generator,Fuel,Fuels,FRA_Win_VytlsBelvoi10811,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Wancourt10814,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Woelflingls10816,Europe_Win
Generator,Fuel,Fuels,FRA_Win_Xambes10817,Europe_Win
Generator,Fuel,Fuels,FRA_Win_YvignaclaTour10819,Europe_Win
Generator,Fuel,Fuels,GAB_Gas_Capacity Scaler,Africa_Gas
Generator,Fuel,Fuels,GAB_Gas_Owendo10846,Africa_Gas
Generator,Fuel,Fuels,GAB_Gas_PortGentil10847,Africa_Gas
Generator,Fuel,Fuels,GAB_Hyd_Capacity Scaler,Africa_Hyd
Generator,Fuel,Fuels,GAB_Hyd_Kinguele10845,Africa_Hyd
Generator,Fuel,Fuels,GAB_Hyd_Poubara10848,Africa_Hyd
Generator,Fuel,Fuels,GAB_Hyd_Tchimbele10850,Africa_Hyd
Generator,Fuel,Fuels,GAB_Oil_Rabi10849,AF-GAB Oil
Generator,Fuel,Fuels,GBR_Bio_14Tullywiggan18314,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_AbbotsmoorFar18327,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_AberthawPower18332,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ABPEllesmereA18319,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ACShropshire18317,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Alscot18360,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ArlaDairySite18385,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_AspatriaCreame18398,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_AustreyHouseF18409,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Avonmouth18415,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_AvonmouthLowC18416,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BalcasTimberB18438,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Balderton18439,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BarkipAnaerobi18456,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Barnsley1_518465,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BasingstokeSew18474,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BecktonGasPre18486,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BecktonSTWBio18487,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BentwatersCHP18514,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BentwatersPark18515,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BentwatersPark18516,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BHEnergyBio18424,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BirminghamBio18539,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BlackburnMeado18555,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BoltonRoadWas18581,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BourneParkAD18596,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BredburyParkW18617,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BriggRenewable18622,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BristolSTWWa18623,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BritishSugar18624,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BrocklesbyCr18631,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BrookfieldFarm18641,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BrookhurstWood18642,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BrynPicaAD18649,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BuslingthorpeP18684,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ButtermilkFarm18686,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BVDairyFarm18428,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_BygraveLodgeF18689,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CaledonianPape18706,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CanningtonCold18714,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Capacity Scaler,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CardiffOrganic18722,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CarouselDairy18736,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CarrFarmFarm18737,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CarringtonFarm18740,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CassingtonAD18746,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CattlegateFarm18756,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ChiltonEnergy18795,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CodfordBiogas18833,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ColeshillSTW18839,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ColwickIndustr18845,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CoursersFarmA18880,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CowieBiomassF18887,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CradleyHeath18888,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CrowmarshBattl18922,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_CumbernauldBio18940,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DartmoorBioPo18957,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DeanGroupBusi18958,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DecoyFarmFar18961,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DeephamsSewera18965,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DeerdykesCompo18967,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DerrifordHospi18976,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DiageoBiomass18983,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DimmerAnaerobi18986,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DoubleHNurser18998,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_DryholmeFarm19011,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EastDagenhamD19038,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EccleshallBiom19054,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EcoComposting19056,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Elean19068,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Energenbiogas19077,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EnfieldFarm19079,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EvermoreRenewa19089,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_EyeSuffolk19094,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_FaringtonWaste19109,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Felinfach19114,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_FenmarcFenland19121,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_FernbrookADPl19123,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_FerrybridgeMul19125,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GelliargwelltU19198,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Glanford19202,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GlasgowRenewab19206,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GlaxoSmithKline19209,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GooseyLodgeIn19239,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GoreCrossAD19242,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GranoxBiogasP19259,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GranvilleEcopa19261,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GravelPitFarm19264,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GreatHeleFarm19269,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GreensLodgeF19284,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_GreenWasteCom19283,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_HalsteadRenewa19328,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_HarbourRoad19335,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_HeathrowAirpor19364,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_HogsbrookFarm19424,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_HolbrookCommun19425,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_IggesundPaperb19472,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ImperialPark19476,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_InvergordonPel19487,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_IpswichHospita19490,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_KingsYard19536,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LandAdjacentt19574,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LandatGrange19629,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LandatLostock19635,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LandSouthEast19602,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LeemingBarWa19691,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LibertySteelP19697,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LochheadLandfi19751,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LoicherLane19760,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_LowbrookFarmA19776,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MacphieofGlen19809,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ManorFarmFar19824,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MargamGreenEn19838,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MarkleyGroup19843,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MarshFarmFa19847,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MayFarmAnaero19859,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_McCainFoodsAD19861,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MerevaleBlyt19870,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MetheringhamHe19872,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_MillerhillAD19889,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_NewryBiomassP19977,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_NorthamptonGen20013,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_NorthMoorFarm19999,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_NorthTamarEnv20008,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_OakGroveBioma20023,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Oldbury20038,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_PebbleHallFar20099,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_PoplarsAnaerob20146,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_PrestonRoadAD20158,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ProsperDemulde20165,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ProsperDemulde20166,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_PulteneyDistil20167,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_PureMaltProdu20168,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RamptonHospita20189,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RattysLaneSu20197,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ReephamRoadW20212,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ReFoodDagenh20201,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RelianceStreet20213,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ReservoirRoad20214,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RidhamCHPPlan20226,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RothesBioPlan20262,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_RyeMeadsSewer20284,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SAICAPaperMil20286,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SalfordRefuse20296,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SandhillAnaero20305,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SefterFarmAD20333,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SingletonBirch20370,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SleafordRenewa20386,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SnettertonBiom20397,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SouthMancheste20411,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SouthViewFarm20414,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SpeysideBiomas20429,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SpringFarmbi20433,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StaplesAnaerob20460,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StationWorksA20462,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StNicholasCou20449,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StokeBardolph20468,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StormyDownWa20478,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_StudFarmRuff20494,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SuttonGrangeA20505,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SwancoteFarm20510,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SwancoteFarmA20511,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SwindonSewerag20512,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_SymondsFarmPo20515,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TeesideGreenE20530,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TheNurseries20551,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TheSawmill20554,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Thetford20556,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ThorntonPower20566,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_ThorntonWaste20567,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TrinityHallFa20620,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TrumpsFarmAD20624,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TullyQuarry20630,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_TyroneEnergy120645,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_UskmouthPower20662,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WaenBiogasWa20670,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WallingfordWa20674,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WalpoleLandfil20681,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WestcottVentur20735,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WesternWoodEn20740,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WestfieldBioma20742,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WestRoucanFar20728,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WestwoodADPla20752,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Whitemoor20768,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Widnes3MGBiom20781,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WigleyFarm20784,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_Wilton1020793,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WingmoorFarm20801,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WothersomeGran20833,Europe_Bio
Generator,Fuel,Fuels,GBR_Bio_WykeFarmsBiog20838,Europe_Bio
Generator,Fuel,Fuels,GBR_Coa_AberthawB18330,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Capacity Scaler,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Cottam18875,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Drax19002,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Eggborough19064,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Kilroot19532,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_Ratcliffe20195,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_UskmouthPower20661,Europe_Coa
Generator,Fuel,Fuels,GBR_Coa_WestBurton20713,Europe_Coa
Generator,Fuel,Fuels,GBR_Cog_FellsideCHP19117,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_GrainCHP19248,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_MarkinchCHP19842,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_SELCHPERF20288,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_Slough20392,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_StevensCroft20465,Europe_Cog
Generator,Fuel,Fuels,GBR_Cog_VPIImmingham20664,Europe_Cog
Generator,Fuel,Fuels,GBR_Gas_AberthawGT18331,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_BaglanBayCCGT18431,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_BaglanBayOCGT18432,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_BallylumfordB18446,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_BallylumfordB18447,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_BallylumfordC18448,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Barry18468,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Blackburn18554,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Capacity Scaler,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Carrington18739,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Castleford18752,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Chippenham18798,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_ConnahsQuay18852,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Coolkeeragh18856,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_CoolkeeraghOCG18857,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Corby18862,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Coryton18870,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_CottamDevelopm18876,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Cowes18886,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_DamheadCreek18950,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Deeside18969,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_DidcotB18984,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_DidcotGT18985,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_DraxGT19003,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Enfield19078,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_GlanfordBrigg19203,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_GrainGT19249,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_GreatYarmouth19275,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_KeadbyGT19505,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Killingholme19528,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_KilrootOCGT19533,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Langage19668,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_LittleBarford19711,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_LittleBarford19712,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Marchwood19836,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Medway19865,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Pembroke20103,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Peterborough20120,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Peterhead20122,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_RatcliffeGT20196,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Rocksavage20242,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_RyeHouse20283,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Saltend20301,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Sandbach20304,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Seabank120323,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Seabank220324,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_SevernPower20335,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Shoreham20361,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_SouthHumberBa20409,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Spalding20427,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_StaythorpeC20464,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_SuttonBridge20502,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_TaylorsLaneG20528,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_Thornhill20562,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_WestBurtonCCG20714,Europe_Gas
Generator,Fuel,Fuels,GBR_Gas_WestBurtonGT20715,Europe_Gas
Generator,Fuel,Fuels,GBR_Hyd_AbhainnGleann18333,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Achanalt18335,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Aigas18339,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_AlltCheannaMh18354,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_AlltFionnre18356,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_AlltGarbhhydr18357,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_AlltLadaidhHy18358,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_ArdtalnaigHydr18379,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_ArdtornishEsta18380,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Badachrohydro18430,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_BeestonWeirHy18493,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_BeinnEagagach18494,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_BenGlas18506,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_BlackRock18551,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Braevallich18610,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_BruarHydroSch18647,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Carnoch18735,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Carsfad18742,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Cashlie18745,Europe_Hyd
Generator,Fuel,Fuels,GBR_Hyd_Cassley18747,Europe_Hyd
