# File: PLEXOS_World_memberships.csv
# Title: PLEXOS-World Memberships Mapping File
# Units: N/A (mapping file)
# Source: Brinkerink; Deane; 2020; PLEXOS-World 2015; https://doi.org/10.7910/DVN/CBYXBY; Harvard Dataverse; V6; U; UNF:6:fyT1L5t+sHlvSHolxelaVg==[PLEXOS-World 2015 Gold V1.1.tab]
# Comments: 'Memberships' sheet from PLEXOS-World 2015 Gold V1.1.tab. PLEXOS-World 2015 model in raw data format. As part of the model data this file includes among others all global power plant capacities as well as existing NTC transmission capacities between countries and sub-country regions as of 2015. See the supplementary material document and the main journal paper for more detail. The most important sheets in the file are the 'Objects' sheet (includes all modeled objects); the 'Memberships' sheet (defines interrelationships between objects); the Attributes sheet (among others includes geolocations of objects) and the properties sheet (includes all quantified property values of objects).
# Column types: ccccc 
# ----------
parent_class,child_class,collection,parent_object,child_object
List,Generator,Generators,Spain,ESP_Win_P_E_LACELAYA17184
List,Generator,Generators,Spain,ESP_Win_P_E_LACERRADI17185
List,Generator,Generators,Spain,ESP_Win_P_E_LACOTERA17186
List,Generator,Generators,Spain,ESP_Win_P_E_LACUERDA17095
List,Generator,Generators,Spain,ESP_Win_P_E_LADEHESIC17187
List,Generator,Generators,Spain,ESP_Win_P_E_LAFUENSAN17188
List,Generator,Generators,Spain,ESP_Win_P_E_LAGAMON17057
List,Generator,Generators,Spain,ESP_Win_P_E_LAHERRERI17189
List,Generator,Generators,Spain,ESP_Win_P_E_LALOSILLA17190
List,Generator,Generators,Spain,ESP_Win_P_E_LAMUELA17096
List,Generator,Generators,Spain,ESP_Win_P_E_LAMUELAI17191
List,Generator,Generators,Spain,ESP_Win_P_E_LAMUNECA17097
List,Generator,Generators,Spain,ESP_Win_P_E_LAPENAI17192
List,Generator,Generators,Spain,ESP_Win_P_E_LAPENUCA17098
List,Generator,Generators,Spain,ESP_Win_P_E_LAPLATA17099
List,Generator,Generators,Spain,ESP_Win_P_E_LARRIBA17195
List,Generator,Generators,Spain,ESP_Win_P_E_LASCABRI17101
List,Generator,Generators,Spain,ESP_Win_P_E_LASERRET17100
List,Generator,Generators,Spain,ESP_Win_P_E_LASLOMI17058
List,Generator,Generators,Spain,ESP_Win_P_E_LASPARDAS17196
List,Generator,Generators,Spain,ESP_Win_P_E_LATORRECI17193
List,Generator,Generators,Spain,ESP_Win_P_E_LAZARZUEL17194
List,Generator,Generators,Spain,ESP_Win_P_E_LEBOREIRO17197
List,Generator,Generators,Spain,ESP_Win_P_E_LEZUZA17198
List,Generator,Generators,Spain,ESP_Win_P_E_LOSALBUR17102
List,Generator,Generators,Spain,ESP_Win_P_E_LOSALMEN17103
List,Generator,Generators,Spain,ESP_Win_P_E_LOSCANTA17104
List,Generator,Generators,Spain,ESP_Win_P_E_LOSLABRAD17199
List,Generator,Generators,Spain,ESP_Win_P_E_LOSLLANOS17200
List,Generator,Generators,Spain,ESP_Win_P_E_LOSREVEN17105
List,Generator,Generators,Spain,ESP_Win_P_E_LUBIAN17201
List,Generator,Generators,Spain,ESP_Win_P_E_MAGALLON17106
List,Generator,Generators,Spain,ESP_Win_P_E_MAGANA17107
List,Generator,Generators,Spain,ESP_Win_P_E_MAJALES17202
List,Generator,Generators,Spain,ESP_Win_P_E_MAJOGAZAS17203
List,Generator,Generators,Spain,ESP_Win_P_E_MALAGONII17204
List,Generator,Generators,Spain,ESP_Win_P_E_MALLEN17108
List,Generator,Generators,Spain,ESP_Win_P_E_MANZANAL17059
List,Generator,Generators,Spain,ESP_Win_P_E_MANZANERA17205
List,Generator,Generators,Spain,ESP_Win_P_E_MARANCHON17109
List,Generator,Generators,Spain,ESP_Win_P_E_MARANCHON17110
List,Generator,Generators,Spain,ESP_Win_P_E_MAZA17111
List,Generator,Generators,Spain,ESP_Win_P_E_MONASTERI17112
List,Generator,Generators,Spain,ESP_Win_P_E_MONTECABE17206
List,Generator,Generators,Spain,ESP_Win_P_E_MONTECABE17207
List,Generator,Generators,Spain,ESP_Win_P_E_MONTECARR17208
List,Generator,Generators,Spain,ESP_Win_P_E_MONTEESQU17209
List,Generator,Generators,Spain,ESP_Win_P_E_MONTESE17060
List,Generator,Generators,Spain,ESP_Win_P_E_MUEL17113
List,Generator,Generators,Spain,ESP_Win_P_E_MUELADET17130
List,Generator,Generators,Spain,ESP_Win_P_E_MUELADET17210
List,Generator,Generators,Spain,ESP_Win_P_E_MUNILLALA17211
List,Generator,Generators,Spain,ESP_Win_P_E_MURIASII17212
List,Generator,Generators,Spain,ESP_Win_P_E_NEREA17061
List,Generator,Generators,Spain,ESP_Win_P_E_ONCALA17213
List,Generator,Generators,Spain,ESP_Win_P_E_OSCORVO17062
List,Generator,Generators,Spain,ESP_Win_P_E_PARAMOVEG17214
List,Generator,Generators,Spain,ESP_Win_P_E_PAXAREIR17063
List,Generator,Generators,Spain,ESP_Win_P_E_PAXAREIRAS17215
List,Generator,Generators,Spain,ESP_Win_P_E_PEDRACHAN17216
List,Generator,Generators,Spain,ESP_Win_P_E_PEDREGALT17217
List,Generator,Generators,Spain,ESP_Win_P_E_PEDREGOSO17131
List,Generator,Generators,Spain,ESP_Win_P_E_PEDREGOSO17137
List,Generator,Generators,Spain,ESP_Win_P_E_PEDREGOSO17218
List,Generator,Generators,Spain,ESP_Win_P_E_PENAARMAD17219
List,Generator,Generators,Spain,ESP_Win_P_E_PENADACR17220
List,Generator,Generators,Spain,ESP_Win_P_E_PENAFORCA17221
List,Generator,Generators,Spain,ESP_Win_P_E_PENASGRAN17222
List,Generator,Generators,Spain,ESP_Win_P_E_PICOCOLLA17223
List,Generator,Generators,Spain,ESP_Win_P_E_PICOGALLO17224
List,Generator,Generators,Spain,ESP_Win_P_E_PLADEEM17114
List,Generator,Generators,Spain,ESP_Win_P_E_PLANADE17115
List,Generator,Generators,Spain,ESP_Win_P_E_PLANADEL17225
List,Generator,Generators,Spain,ESP_Win_P_E_PLANADEM17226
List,Generator,Generators,Spain,ESP_Win_P_E_PLANADEZ17227
List,Generator,Generators,Spain,ESP_Win_P_E_PLANASD17064
List,Generator,Generators,Spain,ESP_Win_P_E_PONTEREBO17228
List,Generator,Generators,Spain,ESP_Win_P_E_PREJANOEN17229
List,Generator,Generators,Spain,ESP_Win_P_E_QUINONERIA17230
List,Generator,Generators,Spain,ESP_Win_P_E_RABOSERA17138
List,Generator,Generators,Spain,ESP_Win_P_E_RADONAI17231
List,Generator,Generators,Spain,ESP_Win_P_E_RIOALMODO17232
List,Generator,Generators,Spain,ESP_Win_P_E_RIOBOO17139
List,Generator,Generators,Spain,ESP_Win_P_E_RIOGALLE17116
List,Generator,Generators,Spain,ESP_Win_P_E_SANESTEB17117
List,Generator,Generators,Spain,ESP_Win_P_E_SANJUAND17233
List,Generator,Generators,Spain,ESP_Win_P_E_SANTAQUI17118
List,Generator,Generators,Spain,ESP_Win_P_E_SANTOCRIS17234
List,Generator,Generators,Spain,ESP_Win_P_E_SERRADA17119
List,Generator,Generators,Spain,ESP_Win_P_E_SERRADEM17235
List,Generator,Generators,Spain,ESP_Win_P_E_SERRADO17120
List,Generator,Generators,Spain,ESP_Win_P_E_SERRADOB17236
List,Generator,Generators,Spain,ESP_Win_P_E_SERRADOP17237
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRACO17121
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17122
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17238
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17239
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17240
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17241
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17242
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17243
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADE17244
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADEL17245
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADEL17246
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRADEL17247
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRALAC17248
List,Generator,Generators,Spain,ESP_Win_P_E_SIERRAQUE17249
List,Generator,Generators,Spain,ESP_Win_P_E_SILVARRED17123
List,Generator,Generators,Spain,ESP_Win_P_E_SOSDELRE17250
List,Generator,Generators,Spain,ESP_Win_P_E_TARAYUELA17251
List,Generator,Generators,Spain,ESP_Win_P_E_TARDIENTA17252
List,Generator,Generators,Spain,ESP_Win_P_E_TEA17140
List,Generator,Generators,Spain,ESP_Win_P_E_TIJOLA17124
List,Generator,Generators,Spain,ESP_Win_P_E_TINAJEROS17253
List,Generator,Generators,Spain,ESP_Win_P_E_TORREMIRO17254
List,Generator,Generators,Spain,ESP_Win_P_E_VALDECONEJ17255
List,Generator,Generators,Spain,ESP_Win_P_E_VALDEPERO17256
List,Generator,Generators,Spain,ESP_Win_P_E_VALMEDIANO17257
List,Generator,Generators,Spain,ESP_Win_P_E_VALPARAIS17125
List,Generator,Generators,Spain,ESP_Win_P_E_VALPARDO17126
List,Generator,Generators,Spain,ESP_Win_P_E_VECIANA17258
List,Generator,Generators,Spain,ESP_Win_P_E_VEDADILLO17127
List,Generator,Generators,Spain,ESP_Win_P_E_VIRGENDE17128
List,Generator,Generators,Spain,ESP_Win_P_E_VIRGENDE17129
List,Generator,Generators,Spain,ESP_Win_PADORNELO17261
List,Generator,Generators,Spain,ESP_Win_PARAMODELAME17266
List,Generator,Generators,Spain,ESP_Win_PARAMODEPOZA17267
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17268
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17269
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17270
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17271
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17272
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17273
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOA17274
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOB17275
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOB17276
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOB17277
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17278
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17279
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17280
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17281
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17282
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17283
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17284
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17285
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17286
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOC17287
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17288
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17289
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17290
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17291
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17292
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17293
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOD17294
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17295
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17296
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17297
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17298
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17299
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17300
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17301
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17302
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17303
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17304
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOE17305
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOF17306
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOH17307
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOI17308
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17309
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17310
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17311
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17312
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17313
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17314
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17315
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17316
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17317
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17318
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17319
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17320
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17321
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17322
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17323
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17324
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17325
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17326
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOL17327
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOM17328
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOM17329
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOM17330
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOM17331
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICON17332
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOO17333
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOP17334
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOP17335
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOP17336
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOP17337
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOP17338
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOR17339
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOR17340
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17341
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17342
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17343
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17344
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17345
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17346
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17347
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17348
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17349
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17350
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17351
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOS17352
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOT17353
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOV17354
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOV17355
List,Generator,Generators,Spain,ESP_Win_PARQUEEOLICOV17356
List,Generator,Generators,Spain,ESP_Win_PENAFLORIII17359
List,Generator,Generators,Spain,ESP_Win_PENAMIRA17358
List,Generator,Generators,Spain,ESP_Win_PLANTAEOLICAD17362
List,Generator,Generators,Spain,ESP_Win_RAMIROII17387
List,Generator,Generators,Spain,ESP_Win_SANLORENZOA17397
List,Generator,Generators,Spain,ESP_Win_SERRADELTALLA17409
List,Generator,Generators,Spain,ESP_Win_SERRADERUBIO17407
List,Generator,Generators,Spain,ESP_Win_SERRADEVILOBI17408
List,Generator,Generators,Spain,ESP_Win_SIERRADELAVI17410
List,Generator,Generators,Spain,ESP_Win_YECLA117452
List,Generator,Generators,Sri Lanka,LKA_Bio_Capacity Scaler
List,Generator,Generators,Sri Lanka,LKA_Coa_Capacity Scaler
List,Generator,Generators,Sri Lanka,LKA_Coa_Lakvijaya17467
List,Generator,Generators,Sri Lanka,LKA_Hyd_Bowatenna17455
List,Generator,Generators,Sri Lanka,LKA_Hyd_Broadlands17456
List,Generator,Generators,Sri Lanka,LKA_Hyd_Canyon17458
List,Generator,Generators,Sri Lanka,LKA_Hyd_Capacity Scaler
List,Generator,Generators,Sri Lanka,LKA_Hyd_DeduruOya17460
List,Generator,Generators,Sri Lanka,LKA_Hyd_Inginiyagala17463
List,Generator,Generators,Sri Lanka,LKA_Hyd_Kotmale17464
List,Generator,Generators,Sri Lanka,LKA_Hyd_KukuleGanga17465
List,Generator,Generators,Sri Lanka,LKA_Hyd_Maskelioya17472
List,Generator,Generators,Sri Lanka,LKA_Hyd_Moragahakanda17473
List,Generator,Generators,Sri Lanka,LKA_Hyd_NewLaxapana17475
List,Generator,Generators,Sri Lanka,LKA_Hyd_Nilambe17476
List,Generator,Generators,Sri Lanka,LKA_Hyd_OldLaxapana17479
List,Generator,Generators,Sri Lanka,LKA_Hyd_Polpitiya17482
List,Generator,Generators,Sri Lanka,LKA_Hyd_Randenigala17483
List,Generator,Generators,Sri Lanka,LKA_Hyd_Rantembe17484
List,Generator,Generators,Sri Lanka,LKA_Hyd_Samanala17485
List,Generator,Generators,Sri Lanka,LKA_Hyd_Udawalawe17489
List,Generator,Generators,Sri Lanka,LKA_Hyd_Ukuwela17490
List,Generator,Generators,Sri Lanka,LKA_Hyd_UpperKotmale17491
List,Generator,Generators,Sri Lanka,LKA_Hyd_Victoria17495
List,Generator,Generators,Sri Lanka,LKA_Hyd_Wimalasurendra17497
List,Generator,Generators,Sri Lanka,LKA_Oil_AsiaPowerSapu17454
List,Generator,Generators,Sri Lanka,LKA_Oil_Capacity Scaler
List,Generator,Generators,Sri Lanka,LKA_Oil_CEBKelantitiss17457
List,Generator,Generators,Sri Lanka,LKA_Oil_ColomboPort17459
List,Generator,Generators,Sri Lanka,LKA_Oil_Lakdhanavi17466
List,Generator,Generators,Sri Lanka,LKA_Oil_NorthernPower17478
List,Generator,Generators,Sri Lanka,LKA_Oil_Sapugaskanda17486
List,Generator,Generators,Sri Lanka,LKA_Oil_SojitzKelaniti17488
List,Generator,Generators,Sri Lanka,LKA_Oil_UthuruJanani17493
List,Generator,Generators,Sri Lanka,LKA_Oil_Yugadanavi17498
List,Generator,Generators,Sri Lanka,LKA_Sol_Hambantota17461
List,Generator,Generators,Sri Lanka,LKA_Win_AmbewelaAitken17453
List,Generator,Generators,Sri Lanka,LKA_Win_Hambantota17462
List,Generator,Generators,Sri Lanka,LKA_Win_Madurankuliya17468
List,Generator,Generators,Sri Lanka,LKA_Win_MampuriI17469
List,Generator,Generators,Sri Lanka,LKA_Win_MampuriII17470
List,Generator,Generators,Sri Lanka,LKA_Win_MampuriIII17471
List,Generator,Generators,Sri Lanka,LKA_Win_NalaDanavi17474
List,Generator,Generators,Sri Lanka,LKA_Win_Nirmalapura17477
List,Generator,Generators,Sri Lanka,LKA_Win_PawanDanavi17480
List,Generator,Generators,Sri Lanka,LKA_Win_Pollupalai17481
List,Generator,Generators,Sri Lanka,LKA_Win_Seguwantivu17487
List,Generator,Generators,Sri Lanka,LKA_Win_Uppudaluwa17492
List,Generator,Generators,Sri Lanka,LKA_Win_Vallimunai17494
List,Generator,Generators,Sri Lanka,LKA_Win_Vidatamunai17496
List,Generator,Generators,Sudan,SDN_Bio_Capacity Scaler
List,Generator,Generators,Sudan,SDN_Bio_MelutSugarFac17510
List,Generator,Generators,Sudan,SDN_Bio_WhiteNileStat17517
List,Generator,Generators,Sudan,SDN_Gas_ElJaili17500
List,Generator,Generators,Sudan,SDN_Hyd_Capacity Scaler
List,Generator,Generators,Sudan,SDN_Hyd_JebelAuliaDam17502
List,Generator,Generators,Sudan,SDN_Hyd_JebelAuliaDam17503
List,Generator,Generators,Sudan,SDN_Hyd_KhasmElGirba17506
List,Generator,Generators,Sudan,SDN_Hyd_Merowe17511
List,Generator,Generators,Sudan,SDN_Hyd_Roseires17515
List,Generator,Generators,Sudan,SDN_Hyd_Sennar17516
List,Generator,Generators,Sudan,SDN_Oil_Atbara17499
List,Generator,Generators,Sudan,SDN_Oil_Capacity Scaler
List,Generator,Generators,Sudan,SDN_Oil_ElObeid17501
List,Generator,Generators,Sudan,SDN_Oil_Kenana17504
List,Generator,Generators,Sudan,SDN_Oil_KhartoumNorth17505
List,Generator,Generators,Sudan,SDN_Oil_KiloXDit17507
List,Generator,Generators,Sudan,SDN_Oil_KiloXNec17508
List,Generator,Generators,Sudan,SDN_Oil_Kuku17509
List,Generator,Generators,Sudan,SDN_Oil_Nyala17512
List,Generator,Generators,Sudan,SDN_Oil_PortSudan17513
List,Generator,Generators,Sudan,SDN_Oil_Rahad17514
List,Generator,Generators,Swaziland,SWZ_Bio_Capacity Scaler
List,Generator,Generators,Swaziland,SWZ_Bio_MhlumeMill17521
List,Generator,Generators,Swaziland,SWZ_Bio_SimunyeMill17522
List,Generator,Generators,Swaziland,SWZ_Bio_UbomboMill17523
List,Generator,Generators,Swaziland,SWZ_Hyd_Edwaleni17518
List,Generator,Generators,Swaziland,SWZ_Hyd_Lupohlo17519
List,Generator,Generators,Swaziland,SWZ_Hyd_MagugaDam17520
List,Generator,Generators,Sweden,SWE_Bio_Aros17530
List,Generator,Generators,Sweden,SWE_Bio_Capacity Scaler
List,Generator,Generators,Sweden,SWE_Bio_Hsselby17586
List,Generator,Generators,Sweden,SWE_Bio_Idbaksverket17588
List,Generator,Generators,Sweden,SWE_Bio_Jordbro17590
List,Generator,Generators,Sweden,SWE_Bio_Motala17629
List,Generator,Generators,Sweden,SWE_Bio_Uppsala17680
List,Generator,Generators,Sweden,SWE_Bio_Vartan17685
List,Generator,Generators,Sweden,SWE_Bio_Vrtaverket17691
List,Generator,Generators,Sweden,SWE_Coa_Vaesteraspower17682
List,Generator,Generators,Sweden,SWE_Gas_Nyaresundsve17638
List,Generator,Generators,Sweden,SWE_Gas_Rya17651
List,Generator,Generators,Sweden,SWE_Gas_Vrme17690
List,Generator,Generators,Sweden,SWE_Hyd_Ajaure17524
List,Generator,Generators,Sweden,SWE_Hyd_Akkats17525
List,Generator,Generators,Sweden,SWE_Hyd_AlftaMalvik17526
List,Generator,Generators,Sweden,SWE_Hyd_Alvkarleby17527
List,Generator,Generators,Sweden,SWE_Hyd_Angaback17528
List,Generator,Generators,Sweden,SWE_Hyd_Anjan17529
List,Generator,Generators,Sweden,SWE_Hyd_Asele17531
List,Generator,Generators,Sweden,SWE_Hyd_Avestaforsen17534
List,Generator,Generators,Sweden,SWE_Hyd_AvestaLillfors17532
List,Generator,Generators,Sweden,SWE_Hyd_AvestaStorfors17533
List,Generator,Generators,Sweden,SWE_Hyd_Bassalt17535
List,Generator,Generators,Sweden,SWE_Hyd_Bastusel17536
List,Generator,Generators,Sweden,SWE_Hyd_Batfors17537
List,Generator,Generators,Sweden,SWE_Hyd_Bergeforsen17538
List,Generator,Generators,Sweden,SWE_Hyd_Bergvattnet17539
List,Generator,Generators,Sweden,SWE_Hyd_Bergvik17540
List,Generator,Generators,Sweden,SWE_Hyd_Bjorna17542
List,Generator,Generators,Sweden,SWE_Hyd_BjurforsNedre17543
List,Generator,Generators,Sweden,SWE_Hyd_BjurforsOvre17544
List,Generator,Generators,Sweden,SWE_Hyd_Blyberg17545
List,Generator,Generators,Sweden,SWE_Hyd_Boden17546
List,Generator,Generators,Sweden,SWE_Hyd_Brynge17547
List,Generator,Generators,Sweden,SWE_Hyd_Bullerforsen17548
List,Generator,Generators,Sweden,SWE_Hyd_Capacity Scaler
List,Generator,Generators,Sweden,SWE_Hyd_Dejefors17549
List,Generator,Generators,Sweden,SWE_Hyd_Dnje17552
List,Generator,Generators,Sweden,SWE_Hyd_Domnarvet17550
List,Generator,Generators,Sweden,SWE_Hyd_Dromme17551
List,Generator,Generators,Sweden,SWE_Hyd_Eldforsen17553
List,Generator,Generators,Sweden,SWE_Hyd_Fors17554
List,Generator,Generators,Sweden,SWE_Hyd_Forshaga17555
List,Generator,Generators,Sweden,SWE_Hyd_Forshult17556
List,Generator,Generators,Sweden,SWE_Hyd_Forshuvud17557
List,Generator,Generators,Sweden,SWE_Hyd_Forsmo17559
List,Generator,Generators,Sweden,SWE_Hyd_Froslida17560
List,Generator,Generators,Sweden,SWE_Hyd_Frykfors17561
List,Generator,Generators,Sweden,SWE_Hyd_Furudal17562
List,Generator,Generators,Sweden,SWE_Hyd_Gaddede17563
List,Generator,Generators,Sweden,SWE_Hyd_Gallejuar17564
List,Generator,Generators,Sweden,SWE_Hyd_Gammelnge17565
List,Generator,Generators,Sweden,SWE_Hyd_Gardikfors17566
List,Generator,Generators,Sweden,SWE_Hyd_Gejman17567
List,Generator,Generators,Sweden,SWE_Hyd_Gidbole17568
List,Generator,Generators,Sweden,SWE_Hyd_Gidea17569
List,Generator,Generators,Sweden,SWE_Hyd_Gideabacka17570
List,Generator,Generators,Sweden,SWE_Hyd_Glava17571
List,Generator,Generators,Sweden,SWE_Hyd_Grundfors17572
List,Generator,Generators,Sweden,SWE_Hyd_Halvfari17573
List,Generator,Generators,Sweden,SWE_Hyd_Hammarforsen17574
List,Generator,Generators,Sweden,SWE_Hyd_Harrsele17575
List,Generator,Generators,Sweden,SWE_Hyd_Harspranget17576
List,Generator,Generators,Sweden,SWE_Hyd_Hermansboda17577
List,Generator,Generators,Sweden,SWE_Hyd_Hljes17587
List,Generator,Generators,Sweden,SWE_Hyd_Hojum17580
List,Generator,Generators,Sweden,SWE_Hyd_Holleforsen17581
List,Generator,Generators,Sweden,SWE_Hyd_Horrmundsvalla17582
List,Generator,Generators,Sweden,SWE_Hyd_Hoting17583
List,Generator,Generators,Sweden,SWE_Hyd_Hummelforsen17584
List,Generator,Generators,Sweden,SWE_Hyd_Hylte17585
List,Generator,Generators,Sweden,SWE_Hyd_Jarkvissle17589
List,Generator,Generators,Sweden,SWE_Hyd_Juktan17591
List,Generator,Generators,Sweden,SWE_Hyd_Juveln17593
List,Generator,Generators,Sweden,SWE_Hyd_Karlshamn17594
List,Generator,Generators,Sweden,SWE_Hyd_Karsefors17595
List,Generator,Generators,Sweden,SWE_Hyd_Kilforsem17596
List,Generator,Generators,Sweden,SWE_Hyd_Krakerud17597
List,Generator,Generators,Sweden,SWE_Hyd_Krngede17600
List,Generator,Generators,Sweden,SWE_Hyd_Krokstrmmen17598
List,Generator,Generators,Sweden,SWE_Hyd_Kroppstadfors17599
List,Generator,Generators,Sweden,SWE_Hyd_Kvarnaholm17601
List,Generator,Generators,Sweden,SWE_Hyd_Kvarnsveden117602
List,Generator,Generators,Sweden,SWE_Hyd_Kvarnsveden217603
List,Generator,Generators,Sweden,SWE_Hyd_Kvistforsen17604
List,Generator,Generators,Sweden,SWE_Hyd_Kymmen17605
List,Generator,Generators,Sweden,SWE_Hyd_Laforsen17606
List,Generator,Generators,Sweden,SWE_Hyd_Laholm17607
List,Generator,Generators,Sweden,SWE_Hyd_Landafors17608
List,Generator,Generators,Sweden,SWE_Hyd_Lanforsen17609
List,Generator,Generators,Sweden,SWE_Hyd_Langbjorn17610
List,Generator,Generators,Sweden,SWE_Hyd_Langed17611
List,Generator,Generators,Sweden,SWE_Hyd_Lango17612
